time,observation,q,qd,q_des,qd_des,Kp,Kd,action,torque
1.6285243034362793,"[ 9.73001361e-01  1.84352342e-02 -1.73692522e-03  2.30055496e-01
 -2.56426986e-02  1.26942587e+00 -1.93613029e+00  1.36315748e-01
  1.00358903e+00 -1.75113225e+00 -4.77068499e-02  1.04277551e+00
 -1.84907687e+00  1.26389772e-01  8.12181652e-01 -1.93118358e+00
  1.98882762e-02  3.45439799e-02 -7.09867179e-01  1.32681951e-01
 -2.82520264e-01 -4.29454088e-01  4.51785736e-02  2.70678568e+00
 -4.43437529e+00 -4.75357145e-01  2.36696437e-01  6.63281262e-01
 -2.25892868e-02 -1.48303568e-01  3.04687507e-02  1.26598215e+00
  1.07249999e+00 -4.04062510e+00  6.27898574e-02  9.98026788e-01]","[-0.0256427   1.26942587 -1.93613029  0.13631575  1.00358903 -1.75113225
 -0.04770685  1.04277551 -1.84907687  0.12638977  0.81218165 -1.93118358]","[ 0.04517857  2.70678568 -4.43437529 -0.47535715  0.23669644  0.66328126
 -0.02258929 -0.14830357  0.03046875  1.26598215  1.07249999 -4.0406251 ]","(-0.10475911945104599, 1.3974014520645142, -2.0668704509735107, 0.08504053950309753, 0.9615176320075989, -1.73432195186615, 0.05091554671525955, 1.0501476526260376, -1.7839335203170776, 0.15486982464790344, 0.925861120223999, -2.1084744930267334)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.26831025 -0.03644002 -0.28328595  0.0303349  -0.20300514  0.20987011
  0.13365559  0.30084923 -0.3051151 ]","[ -9.27931836  23.34945142 -28.86120558  -7.52782126  -4.29640754
   3.99026924  11.66829733   0.43237406   7.84346452   7.18707275
  16.74535674 -33.21949434]"
1.6384313106536865,"[ 9.73468423e-01  1.90209504e-02 -2.66480981e-03  2.28013903e-01
 -2.78530009e-02  1.29702473e+00 -1.97313750e+00  1.35323793e-01
  1.00451136e+00 -1.74764228e+00 -4.83297594e-02  1.04299200e+00
 -1.85011220e+00  1.40398771e-01  8.21170628e-01 -1.96278346e+00
  1.99020617e-02  3.45490240e-02 -7.09916413e-01 -8.35667104e-02
 -1.22730628e-01 -3.93235117e-01 -7.99464285e-01  2.48383927e+00
 -4.41875029e+00  1.02142856e-01  8.05357173e-02  7.89062530e-02
 -0.00000000e+00 -0.00000000e+00 -2.73437500e-01  1.24241078e+00
  1.23160720e+00 -3.22812510e+00 -8.78503919e-02  9.96133685e-01]","[-0.027853    1.29702473 -1.9731375   0.13532379  1.00451136 -1.74764228
 -0.04832976  1.042992   -1.8501122   0.14039877  0.82117063 -1.96278346]","[-0.79946429  2.48383927 -4.41875029  0.10214286  0.08053572  0.07890625
 -0.         -0.         -0.2734375   1.24241078  1.2316072  -3.2281251 ]","(-0.1279333382844925, 1.3875164985656738, -2.0532331466674805, 0.08091611415147781, 0.9458544254302979, -1.7386928796768188, 0.06475716829299927, 1.0567485094070435, -1.7866603136062622, 0.14017723500728607, 0.9082861542701721, -2.1115634441375732)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.28227353 -0.00040352 -0.3022027   0.0614162  -0.232577    0.21504493
  0.15229453  0.25658369 -0.30284542]","[-14.307953    18.22003865 -22.78763306  -6.16808518  -6.73856763
   1.30169724  13.45734439   1.63702512   6.73046196   3.7008696
  14.06156921 -27.38919389]"
1.6485912799835205,"[ 9.73864794e-01  1.87654383e-02 -3.04674241e-03  2.26331517e-01
 -3.81169729e-02  1.32264638e+00 -2.00611782e+00  1.37098566e-01
  1.00463080e+00 -1.74791074e+00 -4.67459224e-02  1.04290843e+00
 -1.85448420e+00  1.50857717e-01  8.33339334e-01 -2.00048113e+00
  1.99089367e-02  3.45417894e-02 -7.09953964e-01 -1.26177281e-01
  3.17327045e-02 -3.06948721e-01 -1.91714287e+00  2.25008941e+00
 -2.78671885e+00  3.28035712e-01  0.00000000e+00 -1.21093750e-01
  4.27232146e-01  3.92857147e-03 -4.44531262e-01  4.42946434e-01
  2.14107156e+00 -3.29375005e+00 -1.87382057e-01  9.82287109e-01]","[-0.03811697  1.32264638 -2.00611782  0.13709857  1.0046308  -1.74791074
 -0.04674592  1.04290843 -1.8544842   0.15085772  0.83333933 -2.00048113]","[-1.91714287  2.25008941 -2.78671885  0.32803571  0.         -0.12109375
  0.42723215  0.00392857 -0.44453126  0.44294643  2.14107156 -3.29375005]","(-0.1273173838853836, 1.3653995990753174, -2.050788640975952, 0.09486596286296844, 0.9848011136054993, -1.7220017910003662, 0.049159929156303406, 1.0757982730865479, -1.7735737562179565, 0.12567046284675598, 0.9645881652832031, -2.115536689758301)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.27101347 -0.05433657 -0.34406242  0.01634406 -0.22351415  0.26154697
  0.10329314  0.22026761 -0.3014088 ]","[-16.36627751  11.83790135 -13.67598414  -4.0415726   -2.35973316
   2.71988344  12.69449278   3.92567703   8.29474908  -1.66844392
  22.04182565 -23.57286191]"
1.6584069728851318,"[ 9.74195182e-01  1.82269774e-02 -2.79154838e-03  2.24952713e-01
 -5.68023026e-02  1.34445548e+00 -2.03372979e+00  1.40034974e-01
  1.00569820e+00 -1.75086367e+00 -4.33769859e-02  1.04375899e+00
 -1.86077344e+00  1.55265182e-01  8.53247046e-01 -2.03955913e+00
  1.99148953e-02  3.45314853e-02 -7.10001469e-01 -9.10235569e-02
  1.36128604e-01 -2.71795005e-01 -2.34142852e+00  2.46125007e+00
 -1.54687500e+00  3.45714301e-01  1.91517860e-01 -3.70312512e-01
  5.43125033e-01 -1.96428574e-03 -6.21874988e-01  3.14285718e-02
  2.51625013e+00 -4.11953115e+00 -3.32818896e-01  9.42990780e-01]","[-0.0568023   1.34445548 -2.03372979  0.14003497  1.0056982  -1.75086367
 -0.04337699  1.04375899 -1.86077344  0.15526518  0.85324705 -2.03955913]","[-2.34142852e+00  2.46125007e+00 -1.54687500e+00  3.45714301e-01
  1.91517860e-01 -3.70312512e-01  5.43125033e-01 -1.96428574e-03
 -6.21874988e-01  3.14285718e-02  2.51625013e+00 -4.11953115e+00]","(-0.12377932667732239, 1.3497854471206665, -2.019972324371338, 0.08770444989204407, 1.0000957250595093, -1.7221996784210205, 0.045467764139175415, 1.0648555755615234, -1.7751636505126953, 0.12065290659666061, 0.9250814914703369, -2.084656238555908)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.2914561  -0.06204541 -0.34116381  0.05487563 -0.20837447  0.25774094
  0.07946742  0.20206064 -0.29901358]","[-14.99455142   8.01801622  -3.00348639  -5.19018942  -0.09214142
   2.30007762  12.20190036   2.50460102   8.32194048  -4.02457509
  16.09704936 -17.72514987]"
1.668675184249878,"[ 9.74423051e-01  1.77540891e-02 -1.81592989e-03  2.24011570e-01
 -7.94148892e-02  1.36051905e+00 -2.04611659e+00  1.44170627e-01
  1.00785792e+00 -1.75653946e+00 -3.94123979e-02  1.04482675e+00
 -1.86575890e+00  1.53200045e-01  8.73452365e-01 -2.06870484e+00
  1.99117362e-02  3.45255807e-02 -7.10047364e-01 -3.24340239e-02
  2.71417171e-01 -1.51420131e-01 -1.73250008e+00  9.16339278e-01
 -6.04687512e-01  4.97946441e-01  6.30535722e-01 -7.25000024e-01
  2.20982149e-01  2.55357146e-01 -5.39843738e-01 -6.14821434e-01
  2.62526798e+00 -1.79609382e+00 -4.25780088e-01  9.04826701e-01]","[-0.07941489  1.36051905 -2.04611659  0.14417063  1.00785792 -1.75653946
 -0.0394124   1.04482675 -1.8657589   0.15320005  0.87345237 -2.06870484]","[-1.73250008  0.91633928 -0.60468751  0.49794644  0.63053572 -0.72500002
  0.22098215  0.25535715 -0.53984374 -0.61482143  2.62526798 -1.79609382]","(-0.1134483814239502, 1.3227208852767944, -1.9870203733444214, 0.09318044781684875, 0.998973548412323, -1.7027465105056763, 0.04589088633656502, 1.0303645133972168, -1.7701574563980103, 0.09345007687807083, 0.9400035738945007, -2.0615084171295166)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.29708681 -0.06800931 -0.30915931  0.03740257 -0.18639243  0.28289843
  0.07247612  0.14503542 -0.2468719 ]","[-9.2474858  -1.74896395  5.21838731 -4.573992    0.8343671   4.22636139
 10.81403727 -0.95493424  9.75704008 -8.95471054 15.79539776 -4.53190672]"
1.6791083812713623,"[ 9.74549294e-01  1.68132801e-02 -4.96739813e-04  2.23541290e-01
 -1.01932704e-01  1.36920357e+00 -2.04853249e+00  1.49827987e-01
  1.01296377e+00 -1.76363409e+00 -3.84670161e-02  1.04516196e+00
 -1.86940205e+00  1.47219092e-01  8.93510759e-01 -2.08883858e+00
  1.99059024e-02  3.45059820e-02 -7.10104942e-01 -2.89162755e-01
  2.95918286e-01 -6.51337057e-02 -1.71285713e+00  1.11964285e-01
 -7.34375045e-02  7.31696427e-01  6.03035748e-01 -1.13906252e+00
 -0.00000000e+00  6.48214296e-02 -3.01562518e-01 -8.51517856e-01
  1.65294647e+00 -1.83281255e+00 -5.56875169e-01  8.30596209e-01]","[-0.1019327   1.36920357 -2.04853249  0.14982799  1.01296377 -1.76363409
 -0.03846702  1.04516196 -1.86940205  0.14721909  0.89351076 -2.08883858]","[-1.71285713  0.11196429 -0.0734375   0.73169643  0.60303575 -1.13906252
 -0.          0.06482143 -0.30156252 -0.85151786  1.65294647 -1.83281255]","(-0.11853398382663727, 1.280137300491333, -1.932782769203186, 0.08930317312479019, 1.003250002861023, -1.701421856880188, 0.05408884957432747, 0.9945144057273865, -1.7789989709854126, 0.09193209558725357, 0.9582990407943726, -2.012068510055542)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.30464974 -0.0649192  -0.26751885  0.00496263 -0.1958905   0.285009
  0.08127898  0.13837254 -0.23810291]","[ -7.11412363 -10.26299292  13.55390378  -5.00736357   0.65316874
   3.98606765  11.01414801  -5.83259497   9.85327896  -9.1337061
  12.66864496   3.63720036]"
1.688514232635498,"[ 9.74615097e-01  1.50543619e-02  6.43818057e-04  2.23379418e-01
 -1.13527954e-01  1.36955881e+00 -2.04216671e+00  1.55399293e-01
  1.01853466e+00 -1.77510059e+00 -3.78784202e-02  1.04431999e+00
 -1.87373555e+00  1.39307603e-01  9.11148846e-01 -2.09485912e+00
  1.99011825e-02  3.44888046e-02 -7.10144103e-01 -2.20985815e-01
  3.25745672e-01  8.36953707e-03 -6.94374979e-01 -5.59821427e-01
  1.20781255e+00  4.09553587e-01  3.84999990e-01 -1.47500002e+00
  1.93482146e-01 -5.06785691e-01 -7.64843762e-01 -1.01651788e+00
  1.20116067e+00  1.71093747e-01 -6.37423337e-01  7.70513833e-01]","[-0.11352795  1.36955881 -2.04216671  0.15539929  1.01853466 -1.77510059
 -0.03787842  1.04431999 -1.87373555  0.1393076   0.91114885 -2.09485912]","[-0.69437498 -0.55982143  1.20781255  0.40955359  0.38499999 -1.47500002
  0.19348215 -0.50678569 -0.76484376 -1.01651788  1.20116067  0.17109375]","(-0.11583872139453888, 1.2326208353042603, -1.9022856950759888, 0.08030354231595993, 0.9940503835678101, -1.7056292295455933, 0.05173750966787338, 0.9426144957542419, -1.7810349464416504, 0.09425975382328033, 0.9319368600845337, -1.967753291130066)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.28200236 -0.04424718 -0.20647341  0.01686651 -0.1915803   0.2687439
  0.06893065  0.14336903 -0.22299507]","[ -2.3581063  -17.97508341  20.26927841  -7.70773353  -1.75862896
   3.84209168  11.24474209 -13.62331057   8.73684019  -8.41024771
   6.07725567  15.63887526]"
1.6985645294189453,"[ 9.74609494e-01  1.37085887e-02  2.07286165e-03  2.23481759e-01
 -1.18342057e-01  1.36062443e+00 -2.02993298e+00  1.60349324e-01
  1.02240598e+00 -1.78530157e+00 -3.63569707e-02  1.04237771e+00
 -1.87833750e+00  1.26759022e-01  9.19883072e-01 -2.08780313e+00
  1.98983457e-02  3.44648808e-02 -7.10167706e-01 -1.20850965e-01
  3.71552020e-01  4.67190519e-02 -1.66964293e-01 -1.65687501e+00
  1.78437507e+00  4.54732150e-01  4.99910712e-01 -9.92187500e-01
  1.16875000e-01 -4.72410709e-01 -5.62500000e-01 -1.10687506e+00
  8.44642878e-01  8.47656250e-01 -7.45940804e-01  6.66012287e-01]","[-0.11834206  1.36062443 -2.02993298  0.16034932  1.02240598 -1.78530157
 -0.03635697  1.04237771 -1.8783375   0.12675902  0.91988307 -2.08780313]","[-0.16696429 -1.65687501  1.78437507  0.45473215  0.49991071 -0.9921875
  0.116875   -0.47241071 -0.5625     -1.10687506  0.84464288  0.84765625]","(-0.10982493311166763, 1.1732558012008667, -1.8493831157684326, 0.06690777838230133, 1.0193537473678589, -1.7022690773010254, 0.04676069691777229, 0.9137514233589172, -1.7774537801742554, 0.09606616199016571, 0.9506387710571289, -1.9029914140701294)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.26224136 -0.07310997 -0.17915013 -0.03300274 -0.18176185  0.24238618
  0.04846988  0.14955989 -0.20925966]","[  0.51264485 -27.26749218  26.83855855  -9.75534752   1.13651621
   6.90430367  10.24162744 -16.72376028  10.31766295  -6.97307558
   6.19385678  24.5355624 ]"
1.7090094089508057,"[ 0.97457999  0.01302562  0.00400935  0.22362494 -0.11951513  1.33945084
 -2.00374031  0.16527374  1.02600062 -1.79784191 -0.03488236  1.03812313
 -1.88412833  0.10808623  0.92606419 -2.07092905  0.01989007  0.03443808
 -0.71020025 -0.03882561  0.40137944  0.02967482  0.020625   -3.66437507
  3.42578125  0.29464287  0.38598216 -1.08515632  0.13455357 -0.65116072
 -0.64140624 -1.61267865  0.34866071  2.40625    -0.80901653  0.58778596]","[-0.11951513  1.33945084 -2.00374031  0.16527374  1.02600062 -1.79784191
 -0.03488236  1.03812313 -1.88412833  0.10808623  0.92606419 -2.07092905]","[ 0.020625   -3.66437507  3.42578125  0.29464287  0.38598216 -1.08515632
  0.13455357 -0.65116072 -0.64140624 -1.61267865  0.34866071  2.40625   ]","(-0.09955962747335434, 1.1529370546340942, -1.8031647205352783, 0.049418091773986816, 1.0212438106536865, -1.703824520111084, 0.03168090060353279, 0.8816229104995728, -1.7650710344314575, 0.11533874273300171, 0.9401572346687317, -1.8430005311965942)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.27795729 -0.07099544 -0.14980577 -0.05319453 -0.16137145  0.20168854
  0.00657672  0.19963172 -0.18065983]","[  2.43657962 -33.1882652   34.14583898 -12.90289365   0.59188628
   7.93260002   8.32468862 -20.57700837  12.24359971  -3.97498673
   2.72305405  34.34224379]"
1.7187614440917969,"[ 9.74541605e-01  1.23492321e-02  6.31854404e-03  2.23777160e-01
 -1.18256241e-01  1.30874360e+00 -1.96711671e+00  1.68221056e-01
  1.02952516e+00 -1.81068897e+00 -3.49431075e-02  1.03273022e+00
 -1.88942063e+00  9.55300480e-02  9.29035246e-01 -2.04120827e+00
  1.98816713e-02  3.44165824e-02 -7.10209429e-01 -4.73714760e-03
  5.37733257e-01  3.04321526e-03  2.42589295e-01 -4.32044649e+00
  3.69296885e+00  2.12142855e-01  7.24821448e-01 -1.73984373e+00
  2.55357139e-02 -5.07767856e-01 -6.37499988e-01 -8.37767839e-01
  2.27857143e-01  3.78203130e+00 -8.88136268e-01  4.59580213e-01]","[-0.11825624  1.3087436  -1.96711671  0.16822106  1.02952516 -1.81068897
 -0.03494311  1.03273022 -1.88942063  0.09553005  0.92903525 -2.04120827]","[ 0.24258929 -4.32044649  3.69296885  0.21214285  0.72482145 -1.73984373
  0.02553571 -0.50776786 -0.63749999 -0.83776784  0.22785714  3.7820313 ]","(-0.09143850207328796, 1.130818486213684, -1.7339019775390625, 0.032912030816078186, 1.0335288047790527, -1.700620174407959, 0.03782745078206062, 0.8848711848258972, -1.7601873874664307, 0.12048287689685822, 0.9499589800834656, -1.771193504333496)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.31048173 -0.08590134 -0.16059266 -0.10849879 -0.14680915  0.16363136
  0.01824179  0.22019328 -0.15306205]","[  3.91907883 -34.13442755  38.83146012 -15.46534549   2.65089798
   7.87865579   8.73630358 -19.11852896  13.46625572   0.45608312
   3.17349574  43.47785068]"
1.7304465770721436,"[ 0.97451907  0.01204532  0.0093294   0.22378668 -0.1160269   1.26921833
 -1.92911232  0.16945459  1.03424621 -1.82606709 -0.03508719  1.02704859
 -1.89356232  0.08753902  0.92783546 -2.00193834  0.01986893  0.03439817
 -0.71023893  0.14439985  0.63147658 -0.04702421  0.35455358 -4.66910696
  3.98203135  0.03241071  0.42919645 -1.98984373 -0.         -0.77589285
 -0.46171877 -0.52741075 -0.08741072  5.1390624  -0.92977625  0.36812523]","[-0.1160269   1.26921833 -1.92911232  0.16945459  1.03424621 -1.82606709
 -0.03508719  1.02704859 -1.89356232  0.08753902  0.92783546 -2.00193834]","[ 0.35455358 -4.66910696  3.98203135  0.03241071  0.42919645 -1.98984373
 -0.         -0.77589285 -0.46171877 -0.52741075 -0.08741072  5.1390624 ]","(-0.08247712254524231, 1.1147513389587402, -1.6990405321121216, 0.014520925469696522, 1.0437016487121582, -1.7023347616195679, 0.05434253439307213, 0.8522799015045166, -1.7613568305969238, 0.14914342761039734, 0.9369824528694153, -1.7119596004486084)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.32056969 -0.09626073 -0.1198212  -0.13170007 -0.12732108  0.1179231
  0.05882159  0.30052593 -0.13751571]","[  5.05608434 -32.38889229  39.32463622 -18.33987387   2.41278699
   8.7546159   10.64213727 -23.12515223  14.34729657   5.74869172
   0.82625946  49.92465758]"
1.7385296821594238,"[ 9.74525154e-01  1.25358207e-02  1.38421301e-02  2.23499507e-01
 -1.11770585e-01  1.21797407e+00 -1.87791562e+00  1.69622108e-01
  1.03796089e+00 -1.84482002e+00 -3.74851301e-02  1.01813293e+00
 -1.89563322e+00  8.47382769e-02  9.26709414e-01 -1.94284177e+00
  1.98530313e-02  3.44063528e-02 -7.10214913e-01  3.45734835e-01
  7.67830372e-01 -9.60263684e-02  5.07767856e-01 -4.56107140e+00
  4.97187519e+00  0.00000000e+00  3.70267868e-01 -1.89296877e+00
 -1.34553567e-01 -7.14017868e-01 -2.37499997e-01  9.52678546e-02
 -9.82142868e-04  6.63046885e+00 -9.74526823e-01  2.24271044e-01]","[-0.11177059  1.21797407 -1.87791562  0.16962211  1.03796089 -1.84482002
 -0.03748513  1.01813293 -1.89563322  0.08473828  0.92670941 -1.94284177]","[ 5.07767856e-01 -4.56107140e+00  4.97187519e+00  0.00000000e+00
  3.70267868e-01 -1.89296877e+00 -1.34553567e-01 -7.14017868e-01
 -2.37499997e-01  9.52678546e-02 -9.82142868e-04  6.63046885e+00]","(-0.09012964367866516, 1.0943840742111206, -1.643229603767395, -0.013846506364643574, 1.042799949645996, -1.7103530168533325, 0.06494900584220886, 0.8304767608642578, -1.7574822902679443, 0.16402551531791687, 0.8959475755691528, -1.6570848226547241)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.34246734 -0.08762813 -0.09555081 -0.11553219 -0.1515985   0.04607352
  0.08503539  0.34975526 -0.11392133]","[  4.09857561 -28.3904233   42.8432616  -21.83276515   1.68665206
  10.32266736  11.78600148 -24.47313714  15.72746073   9.72098494
  -3.66360515  53.89648306]"
1.7489690780639648,"[ 9.74544764e-01  1.31017156e-02  1.72648244e-02  2.23142967e-01
 -1.09416544e-01  1.20335293e+00 -1.85992968e+00  1.69658050e-01
  1.03990173e+00 -1.85651648e+00 -3.87426503e-02  1.01237905e+00
 -1.89812589e+00  8.68981779e-02  9.26854610e-01 -1.89743590e+00
  1.98301710e-02  3.44141349e-02 -7.10121870e-01  1.89140961e-01
  7.59308219e-01 -1.18396915e-01 -7.25803554e-01  2.16071438e-02
 -5.91406286e-01 -9.82142868e-04  2.86785722e-01 -1.17109382e+00
 -1.54196426e-01 -1.05875003e+00 -4.19531256e-01  6.40357137e-01
  2.58303583e-01  6.84765625e+00 -9.92114604e-01  1.25333861e-01]","[-0.10941654  1.20335293 -1.85992968  0.16965805  1.03990173 -1.85651648
 -0.03874265  1.01237905 -1.89812589  0.08689818  0.92685461 -1.8974359 ]","[-7.25803554e-01  2.16071438e-02 -5.91406286e-01 -9.82142868e-04
  2.86785722e-01 -1.17109382e+00 -1.54196426e-01 -1.05875003e+00
 -4.19531256e-01  6.40357137e-01  2.58303583e-01  6.84765625e+00]","(-0.09374754130840302, 1.101125717163086, -1.627212643623352, -0.07716157287359238, 1.0451328754425049, -1.7491769790649414, 0.13648660480976105, 0.8777930736541748, -1.7881401777267456, 0.17447993159294128, 0.8848282098770142, -1.6440823078155518)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.36535633 -0.06029365 -0.13700618 -0.10963354 -0.16155621 -0.11468235
  0.26479796  0.37950596 -0.15275559]","[ -0.31279929 -12.10021668  25.91910857 -29.37448154   1.48286307
   9.2601192   20.38969208 -19.19198132  11.82970563  12.3433001
  -4.22623092  50.69204664]"
1.7585654258728027,"[ 0.97462153  0.01189182  0.02077417  0.22257553 -0.11774667  1.20574951
 -1.87158799  0.16981359  1.04159069 -1.87001562 -0.0371215   1.00100338
 -1.89873934  0.10020779  0.92278212 -1.87101316  0.01981344  0.03442806
 -0.71003383 -0.25613955  0.68154401 -0.13757168 -0.77491075 -0.02553571
 -0.41015625 -0.05008928  0.05401786 -1.48906255  0.43017858 -1.32982147
  0.0578125   2.11750007 -1.59205353  1.51484382 -0.99968421 -0.02512991]","[-0.11774667  1.20574951 -1.87158799  0.16981359  1.04159069 -1.87001562
 -0.0371215   1.00100338 -1.89873934  0.10020779  0.92278212 -1.87101316]","[-0.77491075 -0.02553571 -0.41015625 -0.05008928  0.05401786 -1.48906255
  0.43017858 -1.32982147  0.0578125   2.11750007 -1.59205353  1.51484382]","(-0.11081921309232712, 1.0964957475662231, -1.6167324781417847, -0.04985673353075981, 1.0757161378860474, -1.736867904663086, 0.11145686358213425, 0.918274462223053, -1.790661334991455, 0.17696717381477356, 0.8601284623146057, -1.6458015441894531)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.36837435 -0.10845668 -0.18613669 -0.07477777 -0.20663278 -0.04461381
  0.19999276  0.38597298 -0.18411514]","[ -1.50036445 -13.07780508  29.09733737 -26.29103615   4.2229818
  11.37739062  18.97136067 -13.83420616  13.03471985  15.48686679
 -12.23194623  31.34471428]"
