time,observation,q,qd,q_des,qd_des,Kp,Kd,action,torque
6.709139347076416,"[ 0.6198613   0.00747158 -0.02547556  0.78426218 -0.09075682  1.32485211
 -2.02820754  0.16026434  1.05684924 -1.79557931 -0.06063674  1.06644452
 -1.85214484  0.10843513  0.94726622 -2.07004714  0.01938792  0.03513952
 -0.71005017 -0.28383645  0.25224242  0.10850439 -0.46160716 -4.00419664
  3.36562514  0.34473214  0.65901786 -1.33515632  0.14044642 -0.12669642
 -0.86171877 -1.18937504  0.59223217  1.86328125 -0.80901927  0.5877822 ]","[-0.09075682  1.32485211 -2.02820754  0.16026434  1.05684924 -1.79557931
 -0.06063674  1.06644452 -1.85214484  0.10843513  0.94726622 -2.07004714]","[-0.46160716 -4.00419664  3.36562514  0.34473214  0.65901786 -1.33515632
  0.14044642 -0.12669642 -0.86171877 -1.18937504  0.59223217  1.86328125]","(-0.07859773188829422, 1.15811288356781, -1.8170535564422607, 0.04647667333483696, 1.0628358125686646, -1.6897228956222534, 0.012888984754681587, 0.9383810758590698, -1.7557237148284912, 0.11987863481044769, 0.960826575756073, -1.8403584957122803)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.27313358 -0.13614635 -0.22823714 -0.0798595  -0.11085148  0.19396791
 -0.04130957  0.21049394 -0.18485284]","[  0.06210985 -31.85455775  35.22419953 -12.50653629   2.68945557
   8.59144485   9.17090054 -15.61963867   8.88895726  -2.20634825
   3.39037871  32.92279243]"
6.719225883483887,"[ 0.61949164  0.00533619 -0.02589036  0.78455806 -0.0952125   1.28936338
 -1.99327099  0.16448224  1.06100798 -1.80907834 -0.06019387  1.06407034
 -1.85893261  0.09718496  0.95223725 -2.04293394  0.01938554  0.03511662
 -0.71005082 -0.34136072  0.30230987  0.08293805 -0.07955357 -4.80562496
  4.27656269  0.16991071  0.58732146 -1.83203125  0.01080357 -0.25437501
 -0.69453126 -0.74839288  0.21214285  3.75468755 -0.88813752  0.45957783]","[-0.0952125   1.28936338 -1.99327099  0.16448224  1.06100798 -1.80907834
 -0.06019387  1.06407034 -1.85893261  0.09718496  0.95223725 -2.04293394]","[-0.07955357 -4.80562496  4.27656269  0.16991071  0.58732146 -1.83203125
  0.01080357 -0.25437501 -0.69453126 -0.74839288  0.21214285  3.75468755]","(-0.07510692626237869, 1.114497184753418, -1.7563120126724243, 0.03336361423134804, 1.0474259853363037, -1.6958553791046143, 0.035478632897138596, 0.8928504586219788, -1.7601739168167114, 0.13383081555366516, 0.9454960823059082, -1.7637019157409668)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.27194467 -0.10769882 -0.17076784 -0.10796139 -0.10585884  0.16475397
  0.01219754  0.25407258 -0.15680446]","[  2.15390306 -35.22595263  41.02780676 -15.09338384   0.14570743
   7.97743809  11.41743814 -21.13829139   9.66869122   2.11567775
  -0.1657702   44.49267364]"
6.728560924530029,"[ 6.19277537e-01  3.24121746e-03 -2.58563031e-02  7.84739614e-01
 -9.51863304e-02  1.25101542e+00 -1.95346415e+00  1.65739208e-01
  1.06629300e+00 -1.82740927e+00 -6.03139885e-02  1.06095338e+00
 -1.86506844e+00  9.27783251e-02  9.53445137e-01 -2.00186181e+00
  1.93808693e-02  3.50995511e-02 -7.10044563e-01 -1.87962621e-01
  3.43855172e-01  5.20453751e-02  2.07232147e-01 -4.32535696e+00
  4.00937510e+00  0.00000000e+00  5.91250002e-01 -1.50546873e+00
 -0.00000000e+00 -7.25803554e-01 -8.44531238e-01 -1.07053570e-01
 -1.60089284e-01  5.53515625e+00 -9.29775119e-01  3.68128061e-01]","[-0.09518633  1.25101542 -1.95346415  0.16573921  1.066293   -1.82740927
 -0.06031399  1.06095338 -1.86506844  0.09277833  0.95344514 -2.00186181]","[ 0.20723215 -4.32535696  4.0093751   0.          0.59125    -1.50546873
 -0.         -0.72580355 -0.84453124 -0.10705357 -0.16008928  5.53515625]","(-0.07572314888238907, 1.103182315826416, -1.7182915210723877, 0.008871330879628658, 1.0341140031814575, -1.7158108949661255, 0.05984000116586685, 0.8494040966033936, -1.768198847770691, 0.14838367700576782, 0.9170783162117004, -1.720887303352356)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.28997356 -0.07332319 -0.11199101 -0.0994487  -0.10944869  0.10324088
  0.07233898  0.2972925  -0.15801872]","[  2.93781504 -30.56821084  40.01366818 -18.66727743  -2.05555075
   8.76380014  14.29832477 -27.35177523   8.99388725   6.29587617
  -4.80791947  50.04143512]"
6.739105463027954,"[ 6.19286835e-01  1.47149095e-03 -2.47871783e-02  7.84772098e-01
 -9.10381526e-02  1.21260595e+00 -1.90740645e+00  1.65810853e-01
  1.07000542e+00 -1.84370792e+00 -6.11891076e-02  1.05661333e+00
 -1.87112784e+00  9.36218798e-02  9.49989557e-01 -1.95910192e+00
  1.93988904e-02  3.50453816e-02 -7.09969819e-01  1.35877743e-01
  4.72752154e-01 -2.35883947e-02  5.48035741e-01 -3.54553580e+00
  5.24609375e+00 -1.22767858e-01  6.18750006e-02 -1.75390625e+00
 -5.89285698e-03 -8.37767839e-01 -6.67187512e-01  9.24196422e-01
 -1.12651789e+00  2.25625014e+00 -9.74527419e-01  2.24268422e-01]","[-0.09103815  1.21260595 -1.90740645  0.16581085  1.07000542 -1.84370792
 -0.06118911  1.05661333 -1.87112784  0.09362188  0.94998956 -1.95910192]","[ 0.54803574 -3.5455358   5.24609375 -0.12276786  0.061875   -1.75390625
 -0.00589286 -0.83776784 -0.66718751  0.92419642 -1.12651789  2.25625014]","(-0.07666604220867157, 1.092134714126587, -1.6739860773086548, -0.006466575898230076, 1.086415410041809, -1.702541708946228, 0.06387228518724442, 0.8634805083274841, -1.7712606191635132, 0.17335110902786255, 0.9045514464378357, -1.6626040935516357)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.31356454 -0.14996137 -0.12909342 -0.12311545 -0.11474285  0.06524502
  0.08104192  0.37192315 -0.16248101]","[  3.35438836 -24.97268486  43.51530552 -20.86931764   2.13841419
  11.53706026  14.86462717 -25.49610883   9.8826372   12.26036754
  -8.78668886  42.05199122]"
6.749067544937134,"[ 6.19434237e-01  2.66226154e-04 -2.11985204e-02  7.84762263e-01
 -8.57898816e-02  1.17702532e+00 -1.85958457e+00  1.64538041e-01
  1.06995547e+00 -1.85923934e+00 -6.18000329e-02  1.04757345e+00
 -1.87718713e+00  1.01220705e-01  9.33647096e-01 -1.94702172e+00
  1.94100905e-02  3.50211672e-02 -7.09958613e-01  6.72771037e-01
  7.78482974e-01 -4.91547398e-02  4.11517859e-01 -4.30571413e+00
  5.54453135e+00 -5.78482151e-01 -2.60267854e-01 -1.38203132e+00
 -0.00000000e+00 -1.28857148e+00 -3.43750000e-01  9.59553599e-01
 -2.49562502e+00  9.98437524e-01 -9.92114246e-01  1.25336856e-01]","[-0.08578988  1.17702532 -1.85958457  0.16453804  1.06995547 -1.85923934
 -0.06180003  1.04757345 -1.87718713  0.1012207   0.9336471  -1.94702172]","[ 0.41151786 -4.30571413  5.54453135 -0.57848215 -0.26026785 -1.38203132
 -0.         -1.28857148 -0.34375     0.9595536  -2.49562502  0.99843752]","(-0.07387928664684296, 1.0772889852523804, -1.6545379161834717, -0.038497064262628555, 1.1141201257705688, -1.6947026252746582, 0.019268522039055824, 0.8942393064498901, -1.7486387491226196, 0.18180274963378906, 0.8750044107437134, -1.6345497369766235)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.31074816 -0.19161995 -0.18294838 -0.10316247 -0.10965804 -0.01663067
 -0.03261232  0.4008947  -0.13728847]","[  2.65191438 -24.78576601  41.03414583 -25.89662395   4.47479069
  15.43377507   9.64715803 -22.11247718  14.26600766  12.46792416
 -14.46535462  40.17947888]"
6.75862455368042,"[ 6.19728029e-01 -1.48814439e-03 -1.55929932e-02  7.84660339e-01
 -7.99666420e-02  1.15029788e+00 -1.81958604e+00  1.59335539e-01
  1.06817102e+00 -1.87572968e+00 -6.24714158e-02  1.03384042e+00
 -1.88067687e+00  1.05422236e-01  9.13107514e-01 -1.93524861e+00
  1.94149371e-02  3.50370519e-02 -7.09894836e-01  6.63183630e-01
  1.16304362e+00 -4.59589437e-02  1.42410710e-01 -2.48187494e+00
  9.45312500e-01 -7.33660698e-01 -6.87499996e-03 -2.20000005e+00
 -6.28571436e-02 -1.30428576e+00  1.26562506e-01 -0.00000000e+00
 -2.28151798e+00  1.32734382e+00 -9.99684155e-01 -2.51326077e-02]","[-0.07996664  1.15029788 -1.81958604  0.15933554  1.06817102 -1.87572968
 -0.06247142  1.03384042 -1.88067687  0.10542224  0.91310751 -1.93524861]","[ 0.14241071 -2.48187494  0.9453125  -0.7336607  -0.006875   -2.20000005
 -0.06285714 -1.30428576  0.12656251 -0.         -2.28151798  1.32734382]","(-0.07447890192270279, 1.0885683298110962, -1.6314194202423096, -0.06419850885868073, 1.1100823879241943, -1.705079436302185, 0.021343179047107697, 0.9426800608634949, -1.7422698736190796, 0.1865658015012741, 0.9030552506446838, -1.6137722730636597)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.34523219 -0.17778143 -0.2495131  -0.15699761 -0.11236525 -0.08243584
 -0.02725278  0.41710874 -0.12384959]","[  1.0802732  -14.79144132  25.22776508 -28.80153376   4.96682727
  13.70737886   9.78536536 -14.76093978  16.85011956   9.65608429
  -8.04077333  42.23771596]"
6.768496036529541,"[ 0.61977237 -0.00563993 -0.01184171  0.78467202 -0.09071164  1.14570606
 -1.82890487  0.15456745  1.06770349 -1.89160645 -0.06196781  1.01775646
 -1.87891281  0.10958569  0.89191782 -1.91806805  0.01939916  0.03504181
 -0.70975417 -0.35414383  1.03095067  0.02860956 -0.96544641 -0.53232145
 -1.4070313  -0.52053571 -0.01080357 -1.8046875  -0.         -1.66375005
  0.453125    1.01553571 -2.38267851  1.70156252 -0.99211514 -0.1253297 ]","[-0.09071164  1.14570606 -1.82890487  0.15456745  1.06770349 -1.89160645
 -0.06196781  1.01775646 -1.87891281  0.10958569  0.89191782 -1.91806805]","[-0.96544641 -0.53232145 -1.4070313  -0.52053571 -0.01080357 -1.8046875
 -0.         -1.66375005  0.453125    1.01553571 -2.38267851  1.70156252]","(-0.08634768426418304, 1.0846045017242432, -1.6293898820877075, -0.06917542964220047, 1.1038302183151245, -1.7244873046875, 0.054470181465148926, 0.9675836563110352, -1.7628215551376343, 0.1907481998205185, 0.8784676790237427, -1.6183792352676392)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.34167618 -0.15397622 -0.2668792  -0.11974704 -0.14346516 -0.09411225
  0.05682099  0.42787704 -0.13729006]","[ -2.3770287   -8.8680495   19.52118933 -28.18700983   4.26667049
  14.4731158   13.85612128 -10.96181405  15.17423391  12.70494521
  -8.74860287  40.76765668]"
6.779115676879883,"[ 0.61935705 -0.01024335 -0.01033486  0.78497458 -0.09715367  1.13793814
 -1.83135939  0.15176286  1.06512535 -1.90472186 -0.06207539  1.00134015
 -1.86782968  0.11643875  0.87023079 -1.90479898  0.01941616  0.03502898
 -0.70962495 -0.2880975   0.79765779  0.21396555 -0.06776786 -0.84169644
 -0.00390625 -0.4900893  -0.42821428 -1.03828132  0.12276786 -1.12455356
  1.51171875  0.55687499 -1.70401788  1.0078125  -0.96202695 -0.27295443]","[-0.09715367  1.13793814 -1.83135939  0.15176286  1.06512535 -1.90472186
 -0.06207539  1.00134015 -1.86782968  0.11643875  0.87023079 -1.90479898]","[-0.06776786 -0.84169644 -0.00390625 -0.4900893  -0.42821428 -1.03828132
  0.12276786 -1.12455356  1.51171875  0.55687499 -1.70401788  1.0078125 ]","(-0.10944157093763351, 1.0613000392913818, -1.63133704662323, -0.040447890758514404, 1.09677255153656, -1.7548073530197144, 0.04179117828607559, 0.996044397354126, -1.7863023281097412, 0.1664920300245285, 0.8580358028411865, -1.6459968090057373)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.30858639 -0.12131615 -0.28565174 -0.07238363 -0.20496809 -0.01993669
  0.02329079  0.35981789 -0.15499139]","[ -1.66556366 -11.64502352  23.79093969 -24.343347     2.48137459
  14.7249819   12.72842493  -4.00385535  14.23691118   7.62696572
  -6.56325758  33.82089639]"
6.788761377334595,"[ 0.61829478 -0.01275082 -0.00871268  0.78579456 -0.09770467  1.13074887
 -1.83174276  0.14626102  1.06031775 -1.9125452  -0.05961643  0.99108475
 -1.85797393  0.12004545  0.85643685 -1.89133835  0.01943517  0.03505157
 -0.70952821  0.12629037  0.45996895  0.37162468 -0.05205357 -0.6875
 -0.003125   -0.63544643 -0.611875   -0.1875      0.42526788 -0.63544643
  0.7265625   0.53133929 -1.87        1.55390632 -0.92977774 -0.36812136]","[-0.09770467  1.13074887 -1.83174276  0.14626102  1.06031775 -1.9125452
 -0.05961643  0.99108475 -1.85797393  0.12004545  0.85643685 -1.89133835]","[-0.05205357 -0.6875     -0.003125   -0.63544643 -0.611875   -0.1875
  0.42526788 -0.63544643  0.7265625   0.53133929 -1.87        1.55390632]","(-0.1004546508193016, 1.0418877601623535, -1.650253415107727, -0.006465919315814972, 1.1190823316574097, -1.761757254600525, 0.03974102810025215, 1.0065958499908447, -1.8129115104675293, 0.13910892605781555, 0.8795722723007202, -1.6654906272888184)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.26620626 -0.14438632 -0.27924946 -0.08861682 -0.1820263   0.06440806
  0.01759663  0.28594783 -0.15600482]","[ -0.48340827 -12.63697183  21.58785746 -20.08084524   5.15735966
  17.381266    13.09934089  -0.06051892   7.54211581   3.86257201
  -2.8568846   31.53759778]"
6.798599720001221,"[ 0.61648756 -0.01282737 -0.00708013  0.78722829 -0.1000318   1.12528408
 -1.83001709  0.1390585   1.05215561 -1.91327393 -0.05285651  0.98664159
 -1.85482919  0.12511423  0.84217513 -1.87622869  0.01945037  0.0350426
 -0.70947427  0.3979328   0.06475589  0.58361232 -0.52446431 -0.6619643
  0.45078126 -0.5195536  -0.82794642  0.05        0.56375003 -0.06875
  0.2         0.24062501 -1.37598217  1.76796877 -0.86392206 -0.50362557]","[-0.1000318   1.12528408 -1.83001709  0.1390585   1.05215561 -1.91327393
 -0.05285651  0.98664159 -1.85482919  0.12511423  0.84217513 -1.87622869]","[-0.52446431 -0.6619643   0.45078126 -0.5195536  -0.82794642  0.05
  0.56375003 -0.06875     0.2         0.24062501 -1.37598217  1.76796877]","(-0.09743917733430862, 1.0732760429382324, -1.6492493152618408, 0.028401393443346024, 1.1525057554244995, -1.8045481443405151, 0.012854485772550106, 1.0606461763381958, -1.8579267263412476, 0.13165855407714844, 0.8770313858985901, -1.6821162700653076)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.30603224 -0.15345864 -0.31072727 -0.07603963 -0.17550409  0.14532885
 -0.04681364  0.26672378 -0.1951502 ]","[-1.26487076e+00 -8.17484879e+00  2.28637089e+01 -1.47268565e+01
  9.45782757e+00  1.30883686e+01  9.51085842e+00  8.60029627e+00
  2.31393442e-01  1.50064932e+00  1.99484229e-02  2.84032843e+01]"
6.8088133335113525,"[ 0.61394364 -0.01077373 -0.00496141  0.78926075 -0.10633632  1.11941195
 -1.82230878  0.12925403  1.0457114  -1.91162479 -0.04879632  0.98810667
 -1.85429227  0.12686145  0.83174336 -1.86533737  0.01945254  0.03506048
 -0.7094574   0.63655204 -0.16747175  0.74127138 -0.55491072 -0.69732141
  1.11406255 -0.99392861 -0.25437501  0.39218751  0.11785714  0.51366073
  0.03125    -0.14633928 -0.54410714  1.08281255 -0.80901897 -0.58778256]","[-0.10633632  1.11941195 -1.82230878  0.12925403  1.0457114  -1.91162479
 -0.04879632  0.98810667 -1.85429227  0.12686145  0.83174336 -1.86533737]","[-0.55491072 -0.69732141  1.11406255 -0.99392861 -0.25437501  0.39218751
  0.11785714  0.51366073  0.03125    -0.14633928 -0.54410714  1.08281255]","(-0.11094579100608826, 1.0753198862075806, -1.646170735359192, 0.045810382813215256, 1.1791049242019653, -1.8403123617172241, -0.01556005422025919, 1.075682282447815, -1.8922241926193237, 0.12806275486946106, 0.8363084197044373, -1.6928116083145142)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.30875942 -0.15922906 -0.30209756 -0.01725235 -0.21328865  0.18079127
 -0.11025099  0.25883895 -0.22181277]","[ -2.21325945  -7.33891928  24.30261481 -12.91157963  15.11070457
   9.66274139   4.30868688  11.96248031  -4.42014837  -0.29606293
  -1.08907926  23.7790035 ]"
6.81880259513855,"[ 0.61079991 -0.00820598 -0.0040433   0.79173213 -0.11139202  1.11500442
 -1.81019056  0.11743731  1.04643631 -1.90552735 -0.0453552   0.99387604
 -1.85525107  0.12607077  0.82753861 -1.85575008  0.01946211  0.03507552
 -0.70946372  0.3350822  -0.39224252  0.85205889 -0.23866072 -0.07071429
  1.62109375 -0.8849107   0.88982141  0.64453125  0.45669642  1.75410712
 -0.1453125  -0.09919643 -0.18464287  0.96718752 -0.71153367 -0.70265198]","[-0.11139202  1.11500442 -1.81019056  0.11743731  1.04643631 -1.90552735
 -0.0453552   0.99387604 -1.85525107  0.12607077  0.82753861 -1.85575008]","[-0.23866072 -0.07071429  1.62109375 -0.8849107   0.88982141  0.64453125
  0.45669642  1.75410712 -0.1453125  -0.09919643 -0.18464287  0.96718752]","(-0.1102893054485321, 1.076560378074646, -1.6458215713500977, 0.05873595550656319, 1.2126355171203613, -1.8965104818344116, 0.013056732714176178, 1.0878283977508545, -1.969836950302124, 0.13146907091140747, 0.8342176675796509, -1.6903891563415527)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.30532506 -0.15913823 -0.25920695 -0.0214286  -0.21818267  0.19863637
 -0.03884057  0.27458706 -0.22141419]","[ -0.584759    -4.78698388  24.42319071  -9.64019335  22.4471699
   3.00660145   8.32110979  16.44265193 -14.07165681   0.34480881
   0.24087931  22.57951295]"
6.828469276428223,"[ 0.60694748 -0.00526939 -0.004897    0.79470938 -0.11405253  1.11398613
 -1.79377687  0.10367887  1.06005728 -1.90169239 -0.03965099  1.00822473
 -1.86226904  0.1287204   0.82413203 -1.8481952   0.01947225  0.03506944
 -0.70951396  0.10391982 -0.6297965   0.89147365 -0.29464287 -0.22687501
  1.99921882 -1.06758928  2.14598227  0.38124999  0.38499999  2.02419639
 -0.75546879  0.08642858 -0.86232144  0.40078124 -0.6374265  -0.77051121]","[-0.11405253  1.11398613 -1.79377687  0.10367887  1.06005728 -1.90169239
 -0.03965099  1.00822473 -1.86226904  0.1287204   0.82413203 -1.8481952 ]","[-0.29464287 -0.22687501  1.99921882 -1.06758928  2.14598227  0.38124999
  0.38499999  2.02419639 -0.75546879  0.08642858 -0.86232144  0.40078124]","(-0.10439672321081161, 1.0950578451156616, -1.649531602859497, 0.08010216802358627, 1.217105507850647, -1.9423866271972656, 0.03417733684182167, 1.083815574645996, -2.0286080837249756, 0.1337553709745407, 0.8377656936645508, -1.6964735984802246)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.32182312 -0.13379057 -0.21433862 -0.02678679 -0.20712991  0.23495215
  0.01051364  0.28491199 -0.24973147]","[  0.26511201  -2.93309146  23.16284323  -6.00839505  25.12668562
  -3.69886419   9.94057061  15.06790018 -22.06075209   0.85844695
  -0.96455777  19.25721374]"
6.838630199432373,"[ 6.03200853e-01 -2.25522788e-03 -6.35732897e-03  7.97560811e-01
 -1.18200153e-01  1.11257184e+00 -1.77586758e+00  8.89249220e-02
  1.08392251e+00 -1.89801073e+00 -3.20349783e-02  1.02790499e+00
 -1.87385058e+00  1.33718625e-01  8.19209278e-01 -1.84271121e+00
  1.94771551e-02  3.50820757e-02 -7.09570408e-01  9.43324342e-02
 -6.59623921e-01  9.39410567e-01 -4.90089297e-01 -1.71875000e-01
  1.62343752e+00 -1.33866072e+00  2.70678568e+00 -7.42187500e-02
  1.60383928e+00  2.61348224e+00 -2.17421889e+00  3.06428581e-01
 -2.88749993e-01  5.61718762e-01 -5.14437020e-01 -8.57528150e-01]","[-0.11820015  1.11257184 -1.77586758  0.08892492  1.08392251 -1.89801073
 -0.03203498  1.02790499 -1.87385058  0.13371862  0.81920928 -1.84271121]","[-0.4900893  -0.171875    1.62343752 -1.33866072  2.70678568 -0.07421875
  1.60383928  2.61348224 -2.17421889  0.30642858 -0.28874999  0.56171876]","(-0.09685170650482178, 1.0865617990493774, -1.6719809770584106, 0.10456255823373795, 1.1960430145263672, -2.0120317935943604, 0.055856842547655106, 1.0993307828903198, -2.100139856338501, 0.1343945562839508, 0.8715692162513733, -1.7033573389053345)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.28332704 -0.06975027 -0.18144009 -0.07535872 -0.19673359  0.26718795
  0.06061602  0.29560724 -0.27790362]","[  1.07019725  -3.61081934  17.23281848  -2.15510345  21.46269763
 -13.79116273  15.27064451  16.34011638 -33.45108008   0.9997216
   5.36458272  18.26826698]"
6.848124027252197,"[ 5.99243224e-01  5.47293865e-04 -8.11601151e-03  8.00525725e-01
 -1.21710166e-01  1.11218917e+00 -1.75903225e+00  7.33704939e-02
  1.11772037e+00 -1.89969814e+00 -1.79284494e-02  1.04971218e+00
 -1.89352393e+00  1.38490543e-01  8.18396270e-01 -1.83899128e+00
  1.94770824e-02  3.51106487e-02 -7.09614277e-01 -1.11287329e-02
 -5.87185919e-01  1.02143598e+00 -2.09196433e-01  1.57142859e-02
  1.72890627e+00 -1.11473215e+00  3.05053568e+00 -6.39062524e-01
  1.42312503e+00  1.47517860e+00 -3.11875010e+00  7.11071432e-01
  8.83928593e-03  1.53125003e-01 -4.25782114e-01 -9.04825747e-01]","[-0.12171017  1.11218917 -1.75903225  0.07337049  1.11772037 -1.89969814
 -0.01792845  1.04971218 -1.89352393  0.13849054  0.81839627 -1.83899128]","[-0.20919643  0.01571429  1.72890627 -1.11473215  3.05053568 -0.63906252
  1.42312503  1.4751786  -3.1187501   0.71107143  0.00883929  0.153125  ]","(-0.08955775201320648, 1.0716578960418701, -1.6876698732376099, 0.1053202897310257, 1.2327659130096436, -2.0413124561309814, 0.058042772114276886, 1.098343849182129, -2.135225772857666, 0.1352509707212448, 0.883796751499176, -1.7033506631851196)","(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","(119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0)","(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)","[-0.24441847 -0.09431764 -0.15544121 -0.09810321 -0.18576245  0.25443125
  0.06976348  0.30584341 -0.28212148]","[  3.198548    -4.77607918  13.67884159   0.45782926  22.84202719
 -18.7692914   13.30995045  10.2127043  -38.11876941   1.74770522
   7.80917512  16.60060893]"
